lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-81226,2026-05-04 13:05:00,PKF,google,paid_social,(not set),Closed Won,1900
L-79276,2026-06-10 08:25:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-74361,2026-07-15 12:29:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,SQL,
L-70195,2026-05-21 17:31:00,AUR,,,,Lead,
L-73655,2026-07-14 15:08:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-79059,2026-05-16 21:05:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73186,2026-06-09 18:24:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-76746,2026-07-03 15:48:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-76464,2026-05-26 14:31:00,AUR,,,,Lead,
L-78475,2026-07-21 11:31:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-79178,2026-05-28 17:43:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76160,2026-07-19 20:00:00,NMB,,,,Lead,
L-77136,2026-05-29 08:21:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-80951,2026-07-28 21:59:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-70402,2026-06-11 12:14:00,AUR,,,,MQL,
L-72828,2026-05-18 16:40:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-70610,2026-07-01 08:03:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71971,2026-07-18 09:14:00,AUR,,,,Lead,
L-72773,2026-05-13 14:24:00,PKF,,,,Lead,
L-71744,2026-07-04 16:40:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-71599,2026-06-21 16:24:00,AUR,,,,Closed Won,5200
L-78232,2026-07-02 22:14:00,PKF,,,,Closed Won,1900
L-72819,2026-05-16 17:10:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-71640,2026-06-27 08:20:00,AUR,,,,Lead,
L-80852,2026-07-19 14:12:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-70142,2026-05-15 15:39:00,AUR,,,,Lead,
L-81637,2026-06-09 16:00:00,AUR,,,,MQL,
L-71963,2026-07-18 12:06:00,AUR,,,,Lead,
L-81897,2026-06-30 14:21:00,NMB,google,paid_social,(not set),SQL,
L-75988,2026-06-29 16:49:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-71470,2026-06-12 11:19:00,AUR,,,,Lead,
L-70749,2026-07-14 18:52:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-78500,2026-07-22 09:51:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,1900
L-75698,2026-05-29 16:32:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76016,2026-07-01 16:26:00,NMB,,,,Lead,
L-70840,2026-07-21 12:41:00,AUR,,,,Lead,
L-75388,2026-07-28 16:04:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79176,2026-05-30 13:12:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-81215,2026-05-03 10:53:00,AUR,,,,Lead,
L-77647,2026-05-16 21:46:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,3600
L-78678,2026-05-21 11:18:00,PKF,google,cpc,pkf|nonbrand|search|may26,Closed Won,2400
L-74480,2026-05-02 22:49:00,NMB,,,,Lead,
L-70696,2026-07-08 11:00:00,AUR,,,,Lead,
L-71600,2026-06-23 19:09:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-70455,2026-06-17 15:00:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-74790,2026-06-04 22:10:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-74910,2026-06-17 18:48:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73286,2026-06-17 20:43:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-73235,2026-06-12 22:14:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76505,2026-05-30 14:04:00,AUR,,,,Lead,
L-81319,2026-05-12 21:57:00,AUR,,,,Lead,
L-73476,2026-06-28 14:36:00,PKF,,,,Lead,
L-79226,2026-06-03 18:26:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73743,2026-07-20 09:36:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-80437,2026-05-18 08:32:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75322,2026-07-24 08:13:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72240,2026-05-26 09:17:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-77420,2026-07-26 22:05:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-79383,2026-06-27 16:44:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-79895,2026-05-08 10:15:00,PKF,adwords,cpc,PKF_US_Video_Test_C,Lead,
L-79568,2026-07-18 18:32:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77521,2026-05-06 11:09:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,3600
L-71015,2026-05-05 08:34:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-78327,2026-07-08 19:52:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79915,2026-07-01 08:19:00,PKF,,,,Lead,
L-72164,2026-05-07 13:30:00,AUR,,,,SQL,
L-78608,2026-07-31 17:41:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80910,2026-07-25 16:30:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-72955,2026-05-27 11:33:00,PKF,,,,MQL,
L-73562,2026-07-06 12:56:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-79408,2026-06-29 21:43:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-75182,2026-07-09 10:29:00,NMB,,,,MQL,
L-76906,2026-07-24 08:46:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-73358,2026-06-21 14:54:00,PKF,,,,Lead,
L-79011,2026-05-11 17:57:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-80740,2026-07-03 09:22:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74978,2026-06-20 17:46:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73567,2026-07-08 22:06:00,PKF,,,,SQL,
L-73421,2026-06-26 15:25:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-75857,2026-06-16 18:22:00,NMB,,,,Lead,
L-81367,2026-05-16 14:53:00,PKF,google,paid_social,(not set),Lead,
L-72432,2026-07-04 10:21:00,AUR,,,,MQL,
L-74920,2026-06-16 21:34:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-82140,2026-07-21 22:21:00,AUR,,,,Lead,
L-79493,2026-07-10 09:38:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-72610,2026-05-03 22:56:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74069,2026-05-29 11:35:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-77564,2026-05-11 13:03:00,PKF,,,,Lead,
L-76770,2026-07-07 11:38:00,AUR,,,,Lead,
L-79573,2026-07-18 09:10:00,NMB,,,,Lead,
L-73107,2026-06-05 13:08:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78380,2026-07-13 22:09:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81588,2026-06-04 18:40:00,NMB,google,paid_social,(not set),Lead,
L-70613,2026-07-02 19:10:00,AUR,,,,Lead,
L-71555,2026-06-18 18:36:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-81468,2026-05-25 12:37:00,NMB,,,,SQL,
L-73109,2026-06-05 21:23:00,PKF,,,,Lead,
L-71334,2026-06-02 15:46:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-78502,2026-07-23 17:11:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81652,2026-06-10 15:35:00,AUR,google,paid_social,(not set),MQL,
L-72170,2026-05-07 22:33:00,AUR,,,,Lead,
L-80977,2026-05-05 12:56:00,NMB,,,,MQL,
L-81930,2026-07-03 15:17:00,PKF,google,paid_social,(not set),Lead,
L-72095,2026-07-29 08:53:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-75089,2026-07-02 21:52:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75066,2026-07-01 11:31:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70609,2026-07-03 08:13:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-80157,2026-06-22 21:27:00,AUR,,,,Lead,
L-78549,2026-07-27 21:40:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77729,2026-05-23 22:38:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78840,2026-07-07 16:18:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,SQL,
L-77403,2026-07-23 11:55:00,AUR,,,,MQL,
L-72889,2026-05-21 08:50:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-73719,2026-07-17 15:52:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-74925,2026-06-17 17:02:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75362,2026-07-26 10:39:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74546,2026-05-11 18:49:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-73188,2026-06-08 11:10:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74789,2026-06-05 13:27:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-81390,2026-05-18 19:06:00,NMB,google,paid_social,(not set),Closed Won,8800
L-78355,2026-07-11 09:42:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75164,2026-07-09 08:49:00,NMB,,,,MQL,
L-70318,2026-06-03 16:24:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-75970,2026-06-27 12:20:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76558,2026-06-09 19:29:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-73013,2026-05-29 22:24:00,PKF,,,,Lead,
L-81935,2026-07-04 08:49:00,AUR,,,,Lead,
L-71536,2026-06-17 20:40:00,AUR,,,,Lead,
L-81278,2026-05-08 21:16:00,AUR,,,,Lead,
L-70220,2026-05-24 08:31:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80854,2026-07-18 11:19:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-75023,2026-06-27 18:53:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75522,2026-05-10 21:45:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-74230,2026-06-25 10:51:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-81642,2026-06-09 17:08:00,PKF,google,paid_social,(not set),Lead,
L-81258,2026-05-06 12:43:00,PKF,,,,Lead,
L-81460,2026-05-25 12:28:00,AUR,google,paid_social,(not set),Lead,
L-77628,2026-05-15 20:44:00,PKF,,,,Lead,
L-72588,2026-05-02 16:26:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-76432,2026-05-22 13:22:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,Closed Won,2400
L-75273,2026-07-20 10:41:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71538,2026-06-17 21:56:00,AUR,,,,Lead,
L-76112,2026-07-14 14:42:00,NMB,,,,Lead,
L-78908,2026-07-28 10:31:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-72891,2026-05-23 10:09:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,SQL,
L-77677,2026-05-18 19:20:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73297,2026-06-15 14:52:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-75789,2026-06-07 21:41:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-71335,2026-05-31 20:37:00,AUR,,,,Lead,
L-74597,2026-05-15 13:07:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76431,2026-05-21 22:18:00,AUR,,,,Lead,
L-79719,2026-05-28 13:06:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-77118,2026-05-26 09:32:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-74066,2026-05-27 12:15:00,PKF,,,,Lead,
L-70558,2026-06-26 19:16:00,AUR,,,,Lead,
L-70028,2026-05-05 12:38:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76808,2026-07-11 12:34:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-70113,2026-05-14 08:26:00,AUR,,,,SQL,
L-78155,2026-06-27 10:17:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78115,2026-06-25 18:03:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-74229,2026-06-24 16:00:00,PKF,,,,Lead,
L-76999,2026-05-02 18:29:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-75827,2026-06-13 21:22:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78831,2026-07-08 18:45:00,PKF,google,cpc,pkf|nonbrand|search|may26,Closed Won,2400
L-76039,2026-07-06 09:43:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-75752,2026-06-03 10:05:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-82224,2026-07-28 09:25:00,PKF,google,paid_social,(not set),SQL,
L-72171,2026-05-09 20:50:00,AUR,paid_social,paid_social,aurelia|prospecting|meta|may26,Lead,
L-82265,2026-07-31 07:37:00,NMB,google,paid_social,(not set),Lead,
L-80136,2026-06-18 14:15:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-76535,2026-06-04 21:43:00,AUR,,,,MQL,
L-74274,2026-07-01 18:48:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-75197,2026-07-12 18:30:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74357,2026-07-14 10:23:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-73814,2026-07-25 21:10:00,PKF,,,,Lead,
L-77251,2026-06-22 16:17:00,AUR,,,,MQL,
L-73609,2026-07-10 15:34:00,PKF,,,,Lead,
L-80549,2026-06-04 09:57:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-80499,2026-05-27 09:25:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-72135,2026-07-31 14:35:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77781,2026-05-28 16:50:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80093,2026-06-08 11:19:00,AUR,,,,MQL,
L-72574,2026-07-30 22:57:00,AUR,Facebook,paid_social,aurelia|prospecting|meta|may26,MQL,
L-70424,2026-06-13 17:58:00,AUR,,,,Lead,
L-77020,2026-05-07 08:45:00,AUR,,,,Lead,
L-75376,2026-07-26 11:10:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-80592,2026-06-11 12:30:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-78940,2026-05-03 20:37:00,NMB,,,,SQL,
L-78452,2026-07-18 13:44:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72368,2026-06-22 18:38:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,MQL,
L-73858,2026-07-29 09:09:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,MQL,
L-72912,2026-05-22 22:38:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,SQL,
L-74702,2026-05-26 14:05:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73546,2026-07-07 21:09:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,SQL,
L-71978,2026-07-21 19:57:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-73444,2026-06-26 19:38:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-77791,2026-05-29 15:58:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70807,2026-07-20 11:02:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76118,2026-07-15 08:13:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-71804,2026-07-08 14:33:00,AUR,,,,MQL,
L-78594,2026-07-30 18:05:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78440,2026-07-16 16:35:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-70550,2026-06-27 09:02:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-78572,2026-07-30 08:23:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80746,2026-07-04 19:06:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73079,2026-06-01 12:46:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71400,2026-06-07 17:33:00,AUR,,,,Lead,
L-70466,2026-06-18 08:30:00,AUR,,,,MQL,
L-73099,2026-06-05 18:04:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-81544,2026-06-01 08:39:00,PKF,google,paid_social,(not set),MQL,
L-82208,2026-07-27 16:38:00,PKF,google,paid_social,(not set),Lead,
L-79123,2026-05-23 22:50:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76149,2026-07-17 10:59:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-80595,2026-06-14 18:20:00,PKF,,,,Lead,
L-76649,2026-06-21 09:33:00,AUR,,,,Lead,
L-78111,2026-06-22 15:53:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-75065,2026-06-30 08:51:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-78873,2026-07-16 09:07:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,SQL,
L-81902,2026-07-01 08:06:00,AUR,google,paid_social,(not set),Lead,
L-70465,2026-06-18 16:56:00,AUR,,,,Lead,
L-75721,2026-06-02 12:39:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,5200
L-74862,2026-06-12 15:53:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77895,2026-06-06 10:32:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78813,2026-06-30 14:22:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-73571,2026-07-08 22:25:00,PKF,,,,MQL,
L-76824,2026-07-13 14:20:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-77954,2026-06-12 14:15:00,PKF,,,,Lead,
L-78057,2026-06-19 09:48:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-74098,2026-06-05 18:35:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-73343,2026-06-19 08:42:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-79265,2026-06-11 18:49:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-80245,2026-07-10 17:50:00,AUR,,,,Lead,
L-75841,2026-06-13 16:20:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77407,2026-07-23 13:00:00,AUR,,,,MQL,
L-78132,2026-06-25 21:07:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71411,2026-06-07 14:00:00,AUR,,,,Lead,
L-72927,2026-05-23 11:12:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-70949,2026-07-31 15:05:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,SQL,
L-70174,2026-05-18 20:05:00,AUR,,,,Lead,
L-71445,2026-06-10 22:25:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80260,2026-07-14 18:07:00,AUR,,,,Lead,
L-70041,2026-05-05 08:20:00,AUR,,,,Lead,
L-75753,2026-06-05 22:56:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78248,2026-07-05 08:38:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-76758,2026-07-04 09:09:00,AUR,,,,Lead,
L-81825,2026-06-24 11:49:00,NMB,google,paid_social,(not set),Lead,
L-74143,2026-06-11 18:53:00,PKF,,,,Lead,
L-74221,2026-06-24 22:33:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-81687,2026-06-12 22:50:00,PKF,google,paid_social,(not set),Lead,
L-78409,2026-07-14 15:36:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77356,2026-07-14 16:14:00,AUR,,,,SQL,
L-73228,2026-06-13 21:30:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-72429,2026-07-02 11:30:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,Lead,
L-80560,2026-06-06 12:31:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75100,2026-07-03 19:02:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76579,2026-06-11 11:54:00,AUR,,,,Closed Won,1900
L-77484,2026-05-03 19:21:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81336,2026-05-13 10:50:00,PKF,google,paid_social,(not set),Closed Won,1900
L-80138,2026-06-16 18:32:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-72333,2026-06-17 09:32:00,AUR,,,,Lead,
L-80107,2026-06-13 19:03:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-77243,2026-06-19 18:17:00,AUR,,,,Lead,
L-80907,2026-07-25 18:21:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-79228,2026-06-03 17:42:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-75864,2026-06-18 18:59:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72905,2026-05-23 15:58:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72701,2026-05-10 19:39:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-79782,2026-06-24 20:53:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Lead,
L-79344,2026-06-22 20:42:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-74455,2026-07-31 22:27:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-70726,2026-07-13 10:52:00,AUR,,,,SQL,
L-79454,2026-07-02 12:20:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-70006,2026-05-01 21:44:00,AUR,,,,Lead,
L-80448,2026-05-20 09:24:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75888,2026-06-20 11:02:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-74943,2026-06-19 09:16:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71440,2026-06-11 19:58:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74471,2026-05-01 13:06:00,NMB,,,,Lead,
L-78230,2026-07-03 19:34:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77641,2026-05-15 13:23:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71887,2026-07-12 21:52:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-71198,2026-05-22 09:43:00,AUR,,,,Lead,
L-76669,2026-06-22 08:35:00,AUR,,,,Lead,
L-74344,2026-07-13 15:21:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,SQL,
L-70936,2026-07-30 17:59:00,AUR,,,,Lead,
L-79896,2026-05-07 13:13:00,PKF,adwords,cpc,PKF_US_Video_Test_C,SQL,
L-76175,2026-07-21 11:17:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-76801,2026-07-08 15:48:00,AUR,,,,Lead,
L-72797,2026-05-15 13:43:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-81073,2026-06-14 18:49:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-80369,2026-05-06 11:35:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-81862,2026-06-27 17:36:00,PKF,google,paid_social,(not set),Closed Won,8800
L-77723,2026-05-23 18:02:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-78751,2026-06-08 10:08:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-79595,2026-07-22 20:22:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76631,2026-06-18 20:53:00,AUR,,,,SQL,
L-78829,2026-07-05 22:05:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-80914,2026-07-25 17:28:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77413,2026-07-26 14:35:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-74788,2026-06-04 08:24:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72248,2026-05-26 11:47:00,AUR,,,,Lead,
